Timestamp,Well,Oil Production
2020-03-15,Well 8,271
2020-03-16,Well 8,186
2020-03-17,Well 8,652
2020-03-18,Well 8,222
2020-03-19,Well 8,942
2020-03-20,Well 8,397
2020-03-21,Well 8,984
2020-03-22,Well 8,789
2020-03-23,Well 8,674
2020-03-24,Well 8,583
2020-03-25,Well 8,264
2020-03-26,Well 8,798
2020-03-27,Well 8,482
2020-03-28,Well 8,308
2020-03-29,Well 8,838
2020-03-30,Well 8,531
2020-03-31,Well 8,488
2020-04-01,Well 8,659
2020-04-02,Well 8,323
2020-04-03,Well 8,102
2020-04-04,Well 8,471
2020-04-05,Well 8,786
2020-04-06,Well 8,545
2020-04-07,Well 8,710
2020-04-08,Well 8,215
2020-04-09,Well 8,369
2020-04-10,Well 8,546
2020-04-11,Well 8,467
2020-04-12,Well 8,352
2020-04-13,Well 8,416
2020-04-14,Well 8,514
2020-04-15,Well 8,194
2020-04-16,Well 8,884
2020-04-17,Well 8,991
2020-04-18,Well 8,123
2020-04-19,Well 8,727
2020-04-20,Well 8,762
2020-04-21,Well 8,949
2020-04-22,Well 8,149
2020-04-23,Well 8,601
2020-04-24,Well 8,817
2020-04-25,Well 8,597
2020-04-26,Well 8,434
2020-04-27,Well 8,178
2020-04-28,Well 8,681
2020-04-29,Well 8,126
2020-04-30,Well 8,370
2020-05-01,Well 8,661
2020-05-02,Well 8,903
2020-05-03,Well 8,346
2020-05-04,Well 8,875
2020-05-05,Well 8,690
2020-05-06,Well 8,486
2020-05-07,Well 8,801
2020-05-08,Well 8,658
2020-05-09,Well 8,460
2020-05-10,Well 8,965
2020-05-11,Well 8,587
2020-05-12,Well 8,451
2020-05-13,Well 8,800
2020-05-14,Well 8,355
2020-05-15,Well 8,321
2020-05-16,Well 8,983
2020-05-17,Well 8,852
2020-05-18,Well 8,880
2020-05-19,Well 8,100
2020-05-20,Well 8,645
2020-05-21,Well 8,545
2020-05-22,Well 8,178
2020-05-23,Well 8,335
2020-05-24,Well 8,433
2020-05-25,Well 8,988
2020-05-26,Well 8,448
2020-05-27,Well 8,197
2020-05-28,Well 8,181
2020-05-29,Well 8,601
2020-05-30,Well 8,576
2020-05-31,Well 8,803
2020-06-01,Well 8,864
2020-06-02,Well 8,649
2020-06-03,Well 8,113
2020-06-04,Well 8,491
2020-06-05,Well 8,446
2020-06-06,Well 8,409
2020-06-07,Well 8,485
2020-06-08,Well 8,308
2020-06-09,Well 8,456
2020-06-10,Well 8,700
2020-06-11,Well 8,667
2020-06-12,Well 8,193
2020-06-13,Well 8,192
2020-06-14,Well 8,439
2020-06-15,Well 8,696
2020-06-16,Well 8,544
2020-06-17,Well 8,856
2020-06-18,Well 8,121
2020-06-19,Well 8,390
2020-06-20,Well 8,584
2020-06-21,Well 8,883
2020-06-22,Well 8,405
2020-06-23,Well 8,733
2020-06-24,Well 8,227
2020-06-25,Well 8,724
2020-06-26,Well 8,372
2020-06-27,Well 8,947
2020-06-28,Well 8,541
2020-06-29,Well 8,602
2020-06-30,Well 8,229
2020-07-01,Well 8,231
2020-07-02,Well 8,696
2020-07-03,Well 8,581
2020-07-04,Well 8,961
2020-07-05,Well 8,489
2020-07-06,Well 8,692
2020-07-07,Well 8,424
2020-07-08,Well 8,168
2020-07-09,Well 8,759
2020-07-10,Well 8,547
2020-07-11,Well 8,627
2020-07-12,Well 8,918
2020-07-13,Well 8,716
2020-07-14,Well 8,264
2020-07-15,Well 8,587
2020-07-16,Well 8,812
2020-07-17,Well 8,808
2020-07-18,Well 8,525
2020-07-19,Well 8,796
2020-07-20,Well 8,933
2020-07-21,Well 8,364
2020-07-22,Well 8,974
2020-07-23,Well 8,711
2020-07-24,Well 8,441
2020-07-25,Well 8,931
2020-07-26,Well 8,825
2020-07-27,Well 8,377
2020-07-28,Well 8,773
2020-07-29,Well 8,538
2020-07-30,Well 8,256
2020-07-31,Well 8,521
2020-08-01,Well 8,350
2020-08-02,Well 8,977
2020-08-03,Well 8,708
2020-08-04,Well 8,629
2020-08-05,Well 8,426
2020-08-06,Well 8,994
2020-08-07,Well 8,196
2020-08-08,Well 8,612
2020-08-09,Well 8,315
2020-08-10,Well 8,231
2020-08-11,Well 8,359
2020-08-12,Well 8,224
2020-08-13,Well 8,181
2020-08-14,Well 8,382
2020-08-15,Well 8,782
2020-08-16,Well 8,158
2020-08-17,Well 8,643
2020-08-18,Well 8,260
2020-08-19,Well 8,383
2020-08-20,Well 8,205
2020-08-21,Well 8,204
2020-08-22,Well 8,538
2020-08-23,Well 8,327
2020-08-24,Well 8,799
2020-08-25,Well 8,681
2020-08-26,Well 8,417
2020-08-27,Well 8,563
2020-08-28,Well 8,901
2020-08-29,Well 8,698
2020-08-30,Well 8,981
2020-08-31,Well 8,973
2020-09-01,Well 8,571
2020-09-02,Well 8,155
2020-09-03,Well 8,724
2020-09-04,Well 8,112
2020-09-05,Well 8,539
2020-09-06,Well 8,117
2020-09-07,Well 8,793
2020-09-08,Well 8,212
2020-09-09,Well 8,328
2020-09-10,Well 8,270
2020-09-11,Well 8,394
2020-09-12,Well 8,288
2020-09-13,Well 8,525
2020-09-14,Well 8,178
2020-09-15,Well 8,757
2020-09-16,Well 8,281
2020-09-17,Well 8,598
2020-09-18,Well 8,897
2020-09-19,Well 8,861
2020-09-20,Well 8,965
2020-09-21,Well 8,925
2020-09-22,Well 8,807
2020-09-23,Well 8,934
2020-09-24,Well 8,170
2020-09-25,Well 8,347
2020-09-26,Well 8,245
2020-09-27,Well 8,717
2020-09-28,Well 8,874
2020-09-29,Well 8,395
2020-09-30,Well 8,681
2020-10-01,Well 8,569
2020-10-02,Well 8,605
2020-10-03,Well 8,292
2020-10-04,Well 8,167
2020-10-05,Well 8,593
2020-10-06,Well 8,916
2020-10-07,Well 8,151
2020-10-08,Well 8,981
2020-10-09,Well 8,462
2020-10-10,Well 8,896
2020-10-11,Well 8,573
2020-10-12,Well 8,945
2020-10-13,Well 8,620
2020-10-14,Well 8,862
2020-10-15,Well 8,530
2020-10-16,Well 8,943
2020-10-17,Well 8,397
2020-10-18,Well 8,534
2020-10-19,Well 8,795
2020-10-20,Well 8,790
2020-10-21,Well 8,297
2020-10-22,Well 8,227
2020-10-23,Well 8,631
2020-10-24,Well 8,510
2020-10-25,Well 8,939
2020-10-26,Well 8,164
2020-10-27,Well 8,793
2020-10-28,Well 8,340
2020-10-29,Well 8,468
2020-10-30,Well 8,635
2020-10-31,Well 8,483
2020-11-01,Well 8,530
2020-11-02,Well 8,182
2020-11-03,Well 8,930
2020-11-04,Well 8,796
2020-11-05,Well 8,927
2020-11-06,Well 8,710
2020-11-07,Well 8,673
2020-11-08,Well 8,385
2020-11-09,Well 8,633
2020-11-10,Well 8,558
2020-11-11,Well 8,311
2020-11-12,Well 8,225
2020-11-13,Well 8,512
2020-11-14,Well 8,598
2020-11-15,Well 8,524
2020-11-16,Well 8,653
2020-11-17,Well 8,709
2020-11-18,Well 8,642
2020-11-19,Well 8,257
2020-11-20,Well 8,211
2020-11-21,Well 8,501
2020-11-22,Well 8,858
2020-11-23,Well 8,221
2020-11-24,Well 8,372
2020-11-25,Well 8,393
2020-11-26,Well 8,497
2020-11-27,Well 8,570
2020-11-28,Well 8,306
2020-11-29,Well 8,209
2020-11-30,Well 8,539
2020-12-01,Well 8,377
2020-12-02,Well 8,667
2020-12-03,Well 8,986
2020-12-04,Well 8,668
2020-12-05,Well 8,581
2020-12-06,Well 8,902
2020-12-07,Well 8,213
2020-12-08,Well 8,992
2020-12-09,Well 8,996
2020-12-10,Well 8,919
2020-12-11,Well 8,952
2020-12-12,Well 8,576
2020-12-13,Well 8,809
2020-12-14,Well 8,420
2020-12-15,Well 8,278
2020-12-16,Well 8,996
2020-12-17,Well 8,318
2020-12-18,Well 8,888
2020-12-19,Well 8,627
2020-12-20,Well 8,591
2020-12-21,Well 8,990
2020-12-22,Well 8,160
2020-12-23,Well 8,153
2020-12-24,Well 8,779
2020-12-25,Well 8,637
2020-12-26,Well 8,947
2020-12-27,Well 8,164
2020-12-28,Well 8,711
2020-12-29,Well 8,685
2020-12-30,Well 8,803
2020-12-31,Well 8,270
2021-01-01,Well 8,372
2021-01-02,Well 8,988
2021-01-03,Well 8,798
2021-01-04,Well 8,634
2021-01-05,Well 8,490
2021-01-06,Well 8,792
2021-01-07,Well 8,426
2021-01-08,Well 8,207
2021-01-09,Well 8,946
2021-01-10,Well 8,261
2021-01-11,Well 8,913
2021-01-12,Well 8,551
2021-01-13,Well 8,305
2021-01-14,Well 8,689
2021-01-15,Well 8,115
2021-01-16,Well 8,426
2021-01-17,Well 8,707
2021-01-18,Well 8,758
2021-01-19,Well 8,101
2021-01-20,Well 8,109
2021-01-21,Well 8,533
2021-01-22,Well 8,224
2021-01-23,Well 8,180
2021-01-24,Well 8,584
2021-01-25,Well 8,751
2021-01-26,Well 8,937
2021-01-27,Well 8,249
2021-01-28,Well 8,899
2021-01-29,Well 8,972
2021-01-30,Well 8,439
2021-01-31,Well 8,228
2021-02-01,Well 8,537
2021-02-02,Well 8,850
2021-02-03,Well 8,600
2021-02-04,Well 8,157
2021-02-05,Well 8,297
2021-02-06,Well 8,310
2021-02-07,Well 8,144
2021-02-08,Well 8,196
2021-02-09,Well 8,378
2021-02-10,Well 8,634
2021-02-11,Well 8,509
2021-02-12,Well 8,560
2021-02-13,Well 8,490
2021-02-14,Well 8,946
2021-02-15,Well 8,143
2021-02-16,Well 8,126
2021-02-17,Well 8,893
2021-02-18,Well 8,196
2021-02-19,Well 8,647
2021-02-20,Well 8,720
2021-02-21,Well 8,666
2021-02-22,Well 8,803
2021-02-23,Well 8,318
2021-02-24,Well 8,284
2021-02-25,Well 8,168
2021-02-26,Well 8,928
2021-02-27,Well 8,229
2021-02-28,Well 8,666
2021-03-01,Well 8,989
2021-03-02,Well 8,708
2021-03-03,Well 8,947
2021-03-04,Well 8,698
2021-03-05,Well 8,905
2021-03-06,Well 8,730
2021-03-07,Well 8,819
2021-03-08,Well 8,433
2021-03-09,Well 8,253
2021-03-10,Well 8,646
2021-03-11,Well 8,178
2021-03-12,Well 8,678
2021-03-13,Well 8,954
2021-03-14,Well 8,512
2021-03-15,Well 8,645
2021-03-16,Well 8,708
2021-03-17,Well 8,268
2021-03-18,Well 8,780
2021-03-19,Well 8,762
2021-03-20,Well 8,682
2021-03-21,Well 8,614
2021-03-22,Well 8,413
2021-03-23,Well 8,131
2021-03-24,Well 8,386
2021-03-25,Well 8,693
2021-03-26,Well 8,142
2021-03-27,Well 8,716
2021-03-28,Well 8,100
2021-03-29,Well 8,672
2021-03-30,Well 8,369
2021-03-31,Well 8,279
2021-04-01,Well 8,835
2021-04-02,Well 8,617
2021-04-03,Well 8,202
2021-04-04,Well 8,109
2021-04-05,Well 8,682
2021-04-06,Well 8,189
2021-04-07,Well 8,325
2021-04-08,Well 8,769
2021-04-09,Well 8,839
2021-04-10,Well 8,225
2021-04-11,Well 8,308
2021-04-12,Well 8,196
2021-04-13,Well 8,173
2021-04-14,Well 8,726
2021-04-15,Well 8,290
2021-04-16,Well 8,781
2021-04-17,Well 8,918
2021-04-18,Well 8,815
2021-04-19,Well 8,155
2021-04-20,Well 8,819
2021-04-21,Well 8,652
2021-04-22,Well 8,131
2021-04-23,Well 8,626
2021-04-24,Well 8,673
2021-04-25,Well 8,766
2021-04-26,Well 8,383
2021-04-27,Well 8,820
2021-04-28,Well 8,931
2021-04-29,Well 8,593
2021-04-30,Well 8,286
2021-05-01,Well 8,597
2021-05-02,Well 8,541
2021-05-03,Well 8,229
2021-05-04,Well 8,738
2021-05-05,Well 8,391
2021-05-06,Well 8,213
2021-05-07,Well 8,298
2021-05-08,Well 8,112
2021-05-09,Well 8,370
2021-05-10,Well 8,700
2021-05-11,Well 8,314
2021-05-12,Well 8,543
2021-05-13,Well 8,889
2021-05-14,Well 8,611
2021-05-15,Well 8,546
2021-05-16,Well 8,814
2021-05-17,Well 8,173
2021-05-18,Well 8,636
2021-05-19,Well 8,200
2021-05-20,Well 8,275
2021-05-21,Well 8,526
2021-05-22,Well 8,216
2021-05-23,Well 8,265
2021-05-24,Well 8,140
2021-05-25,Well 8,528
2021-05-26,Well 8,443
2021-05-27,Well 8,523
2021-05-28,Well 8,465
2021-05-29,Well 8,219
2021-05-30,Well 8,708
2021-05-31,Well 8,756
2021-06-01,Well 8,827
2021-06-02,Well 8,328
2021-06-03,Well 8,924
2021-06-04,Well 8,229
2021-06-05,Well 8,451
2021-06-06,Well 8,988
2021-06-07,Well 8,417
2021-06-08,Well 8,748
2021-06-09,Well 8,935
2021-06-10,Well 8,436
2021-06-11,Well 8,372
2021-06-12,Well 8,216
2021-06-13,Well 8,917
2021-06-14,Well 8,467
2021-06-15,Well 8,193
2021-06-16,Well 8,267
2021-06-17,Well 8,814
2021-06-18,Well 8,440
2021-06-19,Well 8,760
2021-06-20,Well 8,794
2021-06-21,Well 8,251
2021-06-22,Well 8,685
2021-06-23,Well 8,976
2021-06-24,Well 8,373
2021-06-25,Well 8,653
2021-06-26,Well 8,595
2021-06-27,Well 8,823
2021-06-28,Well 8,200
2021-06-29,Well 8,656
2021-06-30,Well 8,181
2021-07-01,Well 8,628
2021-07-02,Well 8,172
2021-07-03,Well 8,113
2021-07-04,Well 8,532
2021-07-05,Well 8,256
2021-07-06,Well 8,834
2021-07-07,Well 8,231
2021-07-08,Well 8,437
2021-07-09,Well 8,503
2021-07-10,Well 8,475
2021-07-11,Well 8,987
2021-07-12,Well 8,658
2021-07-13,Well 8,206
2021-07-14,Well 8,719
2021-07-15,Well 8,364
2021-07-16,Well 8,304
2021-07-17,Well 8,178
2021-07-18,Well 8,254
2021-07-19,Well 8,882
2021-07-20,Well 8,346
2021-07-21,Well 8,630
2021-07-22,Well 8,957
2021-07-23,Well 8,637
2021-07-24,Well 8,828
2021-07-25,Well 8,253
2021-07-26,Well 8,253
2021-07-27,Well 8,785
2021-07-28,Well 8,191
2021-07-29,Well 8,532
2021-07-30,Well 8,437
2021-07-31,Well 8,579
2021-08-01,Well 8,792
2021-08-02,Well 8,230
2021-08-03,Well 8,549
2021-08-04,Well 8,909
2021-08-05,Well 8,886
2021-08-06,Well 8,372
2021-08-07,Well 8,687
2021-08-08,Well 8,276
2021-08-09,Well 8,795
2021-08-10,Well 8,930
2021-08-11,Well 8,742
2021-08-12,Well 8,974
2021-08-13,Well 8,148
2021-08-14,Well 8,666
2021-08-15,Well 8,765
2021-08-16,Well 8,454
2021-08-17,Well 8,811
2021-08-18,Well 8,407
2021-08-19,Well 8,967
2021-08-20,Well 8,984
2021-08-21,Well 8,729
2021-08-22,Well 8,874
2021-08-23,Well 8,145
2021-08-24,Well 8,401
2021-08-25,Well 8,967
2021-08-26,Well 8,507
2021-08-27,Well 8,288
2021-08-28,Well 8,921
2021-08-29,Well 8,929
2021-08-30,Well 8,228
2021-08-31,Well 8,660
2021-09-01,Well 8,636
2021-09-02,Well 8,365
2021-09-03,Well 8,217
2021-09-04,Well 8,563
2021-09-05,Well 8,243
2021-09-06,Well 8,541
2021-09-07,Well 8,299
2021-09-08,Well 8,256
2021-09-09,Well 8,586
2021-09-10,Well 8,959
2021-09-11,Well 8,233
2021-09-12,Well 8,247
2021-09-13,Well 8,435
2021-09-14,Well 8,170
2021-09-15,Well 8,332
2021-09-16,Well 8,433
2021-09-17,Well 8,910
2021-09-18,Well 8,765
2021-09-19,Well 8,189
2021-09-20,Well 8,433
2021-09-21,Well 8,298
2021-09-22,Well 8,260
2021-09-23,Well 8,637
2021-09-24,Well 8,220
2021-09-25,Well 8,400
2021-09-26,Well 8,823
2021-09-27,Well 8,674
2021-09-28,Well 8,535
2021-09-29,Well 8,167
2021-09-30,Well 8,864
2021-10-01,Well 8,558
2021-10-02,Well 8,613
2021-10-03,Well 8,497
2021-10-04,Well 8,719
2021-10-05,Well 8,385
2021-10-06,Well 8,660
2021-10-07,Well 8,239
2021-10-08,Well 8,829
2021-10-09,Well 8,655
2021-10-10,Well 8,880
2021-10-11,Well 8,689
2021-10-12,Well 8,827
2021-10-13,Well 8,993
2021-10-14,Well 8,709
2021-10-15,Well 8,847
2021-10-16,Well 8,381
2021-10-17,Well 8,760
2021-10-18,Well 8,915
2021-10-19,Well 8,677
2021-10-20,Well 8,845
2021-10-21,Well 8,556
2021-10-22,Well 8,186
2021-10-23,Well 8,178
2021-10-24,Well 8,304
2021-10-25,Well 8,890
2021-10-26,Well 8,436
2021-10-27,Well 8,353
2021-10-28,Well 8,403
2021-10-29,Well 8,479
2021-10-30,Well 8,229
2021-10-31,Well 8,695
2021-11-01,Well 8,375
2021-11-02,Well 8,798
2021-11-03,Well 8,657
2021-11-04,Well 8,998
2021-11-05,Well 8,282
2021-11-06,Well 8,367
2021-11-07,Well 8,907
2021-11-08,Well 8,421
2021-11-09,Well 8,611
2021-11-10,Well 8,711
2021-11-11,Well 8,177
2021-11-12,Well 8,883
2021-11-13,Well 8,438
2021-11-14,Well 8,773
2021-11-15,Well 8,655
2021-11-16,Well 8,608
2021-11-17,Well 8,337
2021-11-18,Well 8,233
2021-11-19,Well 8,291
2021-11-20,Well 8,455
2021-11-21,Well 8,377
2021-11-22,Well 8,117
2021-11-23,Well 8,623
2021-11-24,Well 8,279
2021-11-25,Well 8,222
2021-11-26,Well 8,345
2021-11-27,Well 8,833
2021-11-28,Well 8,472
2021-11-29,Well 8,150
2021-11-30,Well 8,170
2021-12-01,Well 8,579
2021-12-02,Well 8,659
2021-12-03,Well 8,118
2021-12-04,Well 8,873
2021-12-05,Well 8,183
2021-12-06,Well 8,254
2021-12-07,Well 8,664
2021-12-08,Well 8,718
2021-12-09,Well 8,456
2021-12-10,Well 8,915
2021-12-11,Well 8,746
2021-12-12,Well 8,542
2021-12-13,Well 8,168
2021-12-14,Well 8,622
2021-12-15,Well 8,242
2021-12-16,Well 8,291
2021-12-17,Well 8,486
2021-12-18,Well 8,477
2021-12-19,Well 8,680
2021-12-20,Well 8,634
2021-12-21,Well 8,792
2021-12-22,Well 8,392
2021-12-23,Well 8,108
2021-12-24,Well 8,370
2021-12-25,Well 8,486
2021-12-26,Well 8,192
2021-12-27,Well 8,628
2021-12-28,Well 8,253
2021-12-29,Well 8,504
2021-12-30,Well 8,939
2021-12-31,Well 8,248
2019-01-01,Well 9,988
2019-01-02,Well 9,366
2019-01-03,Well 9,521
2019-01-04,Well 9,939
2019-01-05,Well 9,717
2019-01-06,Well 9,571
2019-01-07,Well 9,992
2019-01-08,Well 9,646
2019-01-09,Well 9,730
2019-01-10,Well 9,625
2019-01-11,Well 9,602
2019-01-12,Well 9,113
2019-01-13,Well 9,877
2019-01-14,Well 9,751
2019-01-15,Well 9,905
2019-01-16,Well 9,463
2019-01-17,Well 9,218
2019-01-18,Well 9,337
2019-01-19,Well 9,645
2019-01-20,Well 9,268
2019-01-21,Well 9,621
2019-01-22,Well 9,733
2019-01-23,Well 9,756
2019-01-24,Well 9,834
2019-01-25,Well 9,982
2019-01-26,Well 9,868
2019-01-27,Well 9,879
2019-01-28,Well 9,970
2019-01-29,Well 9,615
2019-01-30,Well 9,496
2019-01-31,Well 9,965
2019-02-01,Well 9,205
2019-02-02,Well 9,184
2019-02-03,Well 9,313
2019-02-04,Well 9,220
2019-02-05,Well 9,231
2019-02-06,Well 9,949
2019-02-07,Well 9,296
2019-02-08,Well 9,118
2019-02-09,Well 9,741
2019-02-10,Well 9,111
2019-02-11,Well 9,180
2019-02-12,Well 9,429
2019-02-13,Well 9,965
2019-02-14,Well 9,873
2019-02-15,Well 9,491
2019-02-16,Well 9,736
2019-02-17,Well 9,406
2019-02-18,Well 9,366
2019-02-19,Well 9,546
2019-02-20,Well 9,540
2019-02-21,Well 9,994
2019-02-22,Well 9,751
2019-02-23,Well 9,940
2019-02-24,Well 9,101
2019-02-25,Well 9,619
2019-02-26,Well 9,861
2019-02-27,Well 9,750
2019-02-28,Well 9,735
2019-03-01,Well 9,408
2019-03-02,Well 9,839
2019-03-03,Well 9,621
2019-03-04,Well 9,568
2019-03-05,Well 9,311
2019-03-06,Well 9,211
2019-03-07,Well 9,107
2019-03-08,Well 9,903
2019-03-09,Well 9,576
2019-03-10,Well 9,973
2019-03-11,Well 9,559
2019-03-12,Well 9,352
2019-03-13,Well 9,625
2019-03-14,Well 9,851
2019-03-15,Well 9,537
2019-03-16,Well 9,853
2019-03-17,Well 9,953
2019-03-18,Well 9,760
2019-03-19,Well 9,335
2019-03-20,Well 9,405
2019-03-21,Well 9,577
2019-03-22,Well 9,778
2019-03-23,Well 9,119
2019-03-24,Well 9,315
2019-03-25,Well 9,954
2019-03-26,Well 9,234
2019-03-27,Well 9,228
2019-03-28,Well 9,509
2019-03-29,Well 9,521
2019-03-30,Well 9,393
2019-03-31,Well 9,345
2019-04-01,Well 9,800
2019-04-02,Well 9,655
2019-04-03,Well 9,185
2019-04-04,Well 9,655
2019-04-05,Well 9,941
2019-04-06,Well 9,474
2019-04-07,Well 9,545
2019-04-08,Well 9,477
2019-04-09,Well 9,489
2019-04-10,Well 9,756
2019-04-11,Well 9,150
2019-04-12,Well 9,341
2019-04-13,Well 9,393
2019-04-14,Well 9,662
2019-04-15,Well 9,365
2019-04-16,Well 9,219
2019-04-17,Well 9,811
2019-04-18,Well 9,347
2019-04-19,Well 9,169
2019-04-20,Well 9,952
2019-04-21,Well 9,156
2019-04-22,Well 9,481
2019-04-23,Well 9,138
2019-04-24,Well 9,900
2019-04-25,Well 9,542
2019-04-26,Well 9,117
2019-04-27,Well 9,831
2019-04-28,Well 9,924
2019-04-29,Well 9,855
2019-04-30,Well 9,451
2019-05-01,Well 9,915
2019-05-02,Well 9,397
2019-05-03,Well 9,382
2019-05-04,Well 9,685
2019-05-05,Well 9,209
2019-05-06,Well 9,279
2019-05-07,Well 9,643
2019-05-08,Well 9,845
2019-05-09,Well 9,893
2019-05-10,Well 9,124
2019-05-11,Well 9,942
2019-05-12,Well 9,890
2019-05-13,Well 9,837
2019-05-14,Well 9,156
2019-05-15,Well 9,279
2019-05-16,Well 9,331
2019-05-17,Well 9,993
2019-05-18,Well 9,442
2019-05-19,Well 9,576
2019-05-20,Well 9,898
2019-05-21,Well 9,675
2019-05-22,Well 9,554
2019-05-23,Well 9,331
2019-05-24,Well 9,388
2019-05-25,Well 9,312
2019-05-26,Well 9,357
2019-05-27,Well 9,629
2019-05-28,Well 9,786
2019-05-29,Well 9,328
2019-05-30,Well 9,325
2019-05-31,Well 9,695
2019-06-01,Well 9,902
2019-06-02,Well 9,534
2019-06-03,Well 9,981
2019-06-04,Well 9,857
2019-06-05,Well 9,501
2019-06-06,Well 9,721
2019-06-07,Well 9,865
2019-06-08,Well 9,187
2019-06-09,Well 9,683
2019-06-10,Well 9,992
2019-06-11,Well 9,641
2019-06-12,Well 9,783
2019-06-13,Well 9,408
2019-06-14,Well 9,442
2019-06-15,Well 9,535
2019-06-16,Well 9,276
2019-06-17,Well 9,238
2019-06-18,Well 9,293
2019-06-19,Well 9,285
2019-06-20,Well 9,317
2019-06-21,Well 9,263
2019-06-22,Well 9,260
2019-06-23,Well 9,624
2019-06-24,Well 9,907
2019-06-25,Well 9,700
2019-06-26,Well 9,935
2019-06-27,Well 9,141
2019-06-28,Well 9,309
2019-06-29,Well 9,840
2019-06-30,Well 9,961
2019-07-01,Well 9,374
2019-07-02,Well 9,378
2019-07-03,Well 9,350
2019-07-04,Well 9,409
2019-07-05,Well 9,819
2019-07-06,Well 9,932
2019-07-07,Well 9,239
2019-07-08,Well 9,891
2019-07-09,Well 9,645
2019-07-10,Well 9,920
2019-07-11,Well 9,629
2019-07-12,Well 9,156
2019-07-13,Well 9,211
2019-07-14,Well 9,104
2019-07-15,Well 9,509
2019-07-16,Well 9,513
2019-07-17,Well 9,281
2019-07-18,Well 9,112
2019-07-19,Well 9,438
2019-07-20,Well 9,896
2019-07-21,Well 9,358
2019-07-22,Well 9,189
2019-07-23,Well 9,715
2019-07-24,Well 9,990
2019-07-25,Well 9,797
2019-07-26,Well 9,349
2019-07-27,Well 9,354
2019-07-28,Well 9,687
2019-07-29,Well 9,997
2019-07-30,Well 9,207
2019-07-31,Well 9,767
2019-08-01,Well 9,693
2019-08-02,Well 9,688
2019-08-03,Well 9,584
2019-08-04,Well 9,357
2019-08-05,Well 9,738
2019-08-06,Well 9,381
2019-08-07,Well 9,187
2019-08-08,Well 9,303
2019-08-09,Well 9,115
2019-08-10,Well 9,250
2019-08-11,Well 9,353
2019-08-12,Well 9,287
2019-08-13,Well 9,428
2019-08-14,Well 9,643
2019-08-15,Well 9,882
2019-08-16,Well 9,496
2019-08-17,Well 9,616
2019-08-18,Well 9,558
2019-08-19,Well 9,429
2019-08-20,Well 9,919
2019-08-21,Well 9,944
2019-08-22,Well 9,268
2019-08-23,Well 9,792
2019-08-24,Well 9,465
2019-08-25,Well 9,277
2019-08-26,Well 9,754
2019-08-27,Well 9,461
2019-08-28,Well 9,859
2019-08-29,Well 9,738
2019-08-30,Well 9,874
2019-08-31,Well 9,139
2019-09-01,Well 9,515
2019-09-02,Well 9,454
2019-09-03,Well 9,354
2019-09-04,Well 9,242
2019-09-05,Well 9,851
2019-09-06,Well 9,839
2019-09-07,Well 9,952
2019-09-08,Well 9,809
2019-09-09,Well 9,676
2019-09-10,Well 9,999
2019-09-11,Well 9,110
2019-09-12,Well 9,719
2019-09-13,Well 9,125
2019-09-14,Well 9,520
2019-09-15,Well 9,762
2019-09-16,Well 9,320
2019-09-17,Well 9,952
2019-09-18,Well 9,595
2019-09-19,Well 9,336
2019-09-20,Well 9,336
2019-09-21,Well 9,318
2019-09-22,Well 9,586
2019-09-23,Well 9,560
2019-09-24,Well 9,762
2019-09-25,Well 9,734
2019-09-26,Well 9,243
2019-09-27,Well 9,288
2019-09-28,Well 9,354
2019-09-29,Well 9,167
2019-09-30,Well 9,715
2019-10-01,Well 9,435
2019-10-02,Well 9,770
2019-10-03,Well 9,920
2019-10-04,Well 9,973
2019-10-05,Well 9,508
2019-10-06,Well 9,399
2019-10-07,Well 9,701
2019-10-08,Well 9,456
2019-10-09,Well 9,355
2019-10-10,Well 9,452
2019-10-11,Well 9,831
2019-10-12,Well 9,620
2019-10-13,Well 9,623
2019-10-14,Well 9,936
2019-10-15,Well 9,855
2019-10-16,Well 9,793
2019-10-17,Well 9,383
2019-10-18,Well 9,411
2019-10-19,Well 9,198
2019-10-20,Well 9,296
2019-10-21,Well 9,581
2019-10-22,Well 9,977
2019-10-23,Well 9,325
2019-10-24,Well 9,944
2019-10-25,Well 9,714
2019-10-26,Well 9,717
2019-10-27,Well 9,464
2019-10-28,Well 9,467
2019-10-29,Well 9,669
2019-10-30,Well 9,689
2019-10-31,Well 9,174
2019-11-01,Well 9,141
2019-11-02,Well 9,521
2019-11-03,Well 9,935
2019-11-04,Well 9,280
2019-11-05,Well 9,644
2019-11-06,Well 9,170
2019-11-07,Well 9,667
2019-11-08,Well 9,204
2019-11-09,Well 9,299
2019-11-10,Well 9,200
2019-11-11,Well 9,867
2019-11-12,Well 9,406
2019-11-13,Well 9,685
2019-11-14,Well 9,782
2019-11-15,Well 9,476
2019-11-16,Well 9,754
2019-11-17,Well 9,777
2019-11-18,Well 9,498
2019-11-19,Well 9,872
2019-11-20,Well 9,320
2019-11-21,Well 9,694
2019-11-22,Well 9,281
2019-11-23,Well 9,406
2019-11-24,Well 9,621
2019-11-25,Well 9,495
2019-11-26,Well 9,103
2019-11-27,Well 9,962
2019-11-28,Well 9,947
2019-11-29,Well 9,903
2019-11-30,Well 9,380
2019-12-01,Well 9,314
2019-12-02,Well 9,709
2019-12-03,Well 9,519
2019-12-04,Well 9,200
2019-12-05,Well 9,620
2019-12-06,Well 9,672
2019-12-07,Well 9,408
